make,model,price,year,mileage,condition,city,state,country,condition2,vin,make,model,item_ID
Ford,Mustang 2dr Converti,12900,1993,52000,Certified pre-owned,Brooklyn,New York,United States,Certified pre-owned,1FACP42E2PF120663,Ford,Mustang,3.81562E+11
Mercedes-Benz,M-Class Base Sport Utility 4-Door,17900,2009,96000,Used,Las Vegas,Nevada,United States,Used,4JGBB72E09A470651,Mercedes-Benz,M-Class,2.0154E+11
Ford,F-250 XLT Crew Cab Pickup 4-Door,44900,2015,2900,New,Moriarty,New Mexico,United States,New,1FT7X2BT6FEC00633,Ford,F-250,1.21915E+11
 Porsche,911 GT3 Coupe 2-Door ,158000,2015,1600,Certified pre-owned,Dallas,Texas,United States,Certified pre-owned,WP0AC2A98FS183987,Porsche,911,1.91819E+11
 Chevrolet,Corvette Z06 Coupe 2-Door ,52000,2007,875,Used,Saint Clair Shores,Michigan,United States,Used ,Used ,“No Damage of any sorts car has only been driven a very few times”,“No Damage of any sorts car has only been driven a very few times”,3.01896E+11
Ford,Mustang 2dr Convertible Shelby GT500,47900,2011,3674,Used,Columbia,Missouri,United States,Used,1ZVBP8KSXB5141940,Ford,Mustang,2.62322E+11
BMW,M3 Base Coupe 2-Door,19850,2004,77000,Used,Haworth,New Jersey,United States,Used,wbsbl93474pn56654,BMW,M3,2.8196E+11
 BMW,M3 Base Coupe 2-Door ,39995,2011,59235,Used,San Antonio,Texas,United States,Used ,Used ,“No scratches or dings on the outside and no tears or stains on the inside. Super clean??”,“No scratches or dings on the outside and no tears or stains on the inside. Super clean??”,2.2205E+11
BMW,3-Series 2dr Cpe 328i,18995,2012,56717,Used,Long Beach,California,United States,Used,WBAKE3C58CE770017,BMW,3-Series,1.72124E+11
Chevrolet,Chevelle,25000,1966,2000,Used,Van Nuys,California,United States,Used,135176G137934,Chevrolet,Chevelle,2.01539E+11
Ford,Fusion SE Sedan 4-Door,15500,2016,5000,Used,Alliance,Nebraska,United States,Used ,Used ,"“Car is used but in great condition, very small scratch on the steering wheel and dash (hardly noticeable). Car was in a MINOR accident but all repairs have been made, the car has a CLEAN title with factory warranty... this is a very nice car at a great price!”","“Car is used but in great condition, very small scratch on the steering wheel and dash (hardly noticeable). Car was in a MINOR accident but all repairs have been made, the car has a CLEAN title with factory warranty... this is a very nice car at a great price!”",2.3187E+11
Lincoln,Continental 2 Door Coupe,9000,1967,75000,Used,Englishtown,New Jersey,United States,Used ,Used ,"“1967 Lincoln Continental comes loaded from the factory, with a 7.6L 462 CI V8 engine, Runs and drives with automatic transmission, power windows, power seats, air condition and more! Engine with Numbers matching block was rebuilt to allow for unleaded fuel. Transmission, carburetor, fuel lines, fuel tank, power steering, master cylinder, brake calibers, radiator, and more were all rebuilt/replaced. Original interior shows wear, in fair condition for age. Passenger Door not locking. Good tires. Body in Good Shape with only minor rust bubbling under vinyl roof, and along rear window trim - very straight - no rust on fenders/quarters. Car shows approx. 75K miles - but I don't know how accurate this number is. I recently purchased this car from a warm weather state so it has not been exposed to harsh winters. I was planning on making a street rod with this very cool car - but have run into some money issues. I need to let someone else have the fun. Car is sold as is with no warrant”","“1967 Lincoln Continental comes loaded from the factory, with a 7.6L 462 CI V8 engine, Runs and drives with automatic transmission, power windows, power seats, air condition and more! Engine with Numbers matching block was rebuilt to allow for unleaded fuel. Transmission, carburetor, fuel lines, fuel tank, power steering, master cylinder, brake calibers, radiator, and more were all rebuilt/replaced. Original interior shows wear, in fair condition for age. Passenger Door not locking. Good tires. Body in Good Shape with only minor rust bubbling under vinyl roof, and along rear window trim - very straight - no rust on fenders/quarters. Car shows approx. 75K miles - but I don't know how accurate this number is. I recently purchased this car from a warm weather state so it has not been exposed to harsh winters. I was planning on making a street rod with this very cool car - but have run into some money issues. I need to let someone else have the fun. Car is sold as is with no warrant”",3.31799E+11
 Porsche,Boxster Base Convertible 2-Door ,10500,1999,56529,Used,Blue Springs,Missouri,United States,Used,WP0CA2984XU627639,Porsche,Boxster,2.01532E+11
Ford,F-150 XLT Crew Cab Pickup 4-Door,49950,2015,598,Used,Alpharetta,Georgia,United States,Used,1FTFW1EF9FFC84794,Ford,F-150,2.22044E+11
Porsche,911 Carrera 4S Coupe 2-Door,90000,1996,30816,Used,Sonoma,California,United States,Used ,Used ,"“Paint & Interior are in spectacular shape! Some minor rock chips on hood. Quite a few on lower front bumper. No scratches, dents or rust whatsoever! Extremely clean California car!”","“Paint & Interior are in spectacular shape! Some minor rock chips on hood. Quite a few on lower front bumper. No scratches, dents or rust whatsoever! Extremely clean California car!”",1.91821E+11
Ford,Mustang Coupe,14900,1967,93305,Used,Henderson,Maryland,United States,Used,7t01c107079,Mustang,1967,1.52012E+11
Ford,F-250 King Ranch,17600,2004,97000,Used,Toms River,New Jersey,United States,Used ,Used ,"“Good condition, low miles”","“Good condition, low miles”",2.01539E+11
Buick,Model 40 4-DR,5200,1939,63802,Used,Los Alamitos,California,United States,Used ,Used ,“Runs but needs brakes”,“Runs but needs brakes”,1.31749E+11
 Ford,Mustang S351 ,35000,1999,29069,Used,El Paso,Texas,United States,Used,1FAFP4442XF208095,Ford,Mustang,1.82048E+11
Chevrolet,Corvette Split Window,114998,1963,50021,Used,La Jolla,California,United States,Used,30837S121154,Chevrolet,Corvette,1.8204E+11
Chevrolet,Other Pickups PICK UP,15500,1953,2000,Used,Centereach,New York,United States,Used,1953,8,350,1.52008E+11
Ford,F-100 2-Door Regular Cab,6500,1965,69921,Used,Christiansburg,Virginia,United States,Used,XXXXXXXXXXXXXXXXX,Ford,F-100,2.31869E+11
 Chevrolet,Chevelle 2 door hardtop ,17500,1965,35008,Used,Cleburne,Texas,United States,Used,136375k132176,Chevrolet,Chevelle,2.22035E+11
Ford,F-150 king ranch,58375,2015,27,New,Hilton Head Island,South Carolina,United States,New,1FTEW1CF1FFB77026,Ford,F-150,3.71568E+11
Ford,F-250,6995,2000,204626,Used,Pompano Beach,Florida,United States,Used,1FTNF20F2YED88240,Ford,F-250,2.31873E+11
 Chevrolet,Corvette ZR1 3ZR ,79989,2012,24155,Used,Easley,South Carolina,United States,Used,1G1YN2DT2C5800304,Chevrolet,Corvette,1.41927E+11
 Mercedes-Benz,CL-Class Base Coupe 2-Door ,47000,2009,49400,Used,Scottsdale,Arizona,United States,Used,WDDEJ77X79A019611,Mercedes-Benz,CL-Class,2.81957E+11
Chevrolet,Camaro 2SS RS 1LE,34000,2014,4980,Used,Pompano Beach,Florida,United States,Used,2G1FT1EW8E9206984,Chevrolet,Camaro,1.21921E+11
Mercedes-Benz,C-Class C63,31000,2009,49700,Used,Torrance,California,United States,Used,WDDGF77XX9F277358,Mercedes-Benz,C-Class,1.41923E+11
Mercedes-Benz,E-Class E350,37720,2014,25288,Certified pre-owned,Beverly Hills,California,United States,Certified pre-owned,WDDHF5KB4EA875232,Mercedes-Benz,E-Class,2.31871E+11
Ford,F-250 Lariat Standard Cab Pickup 2-Door,15000,1999,118526,Used,Bridgeton,New Jersey,United States,Used,1FTNF21F5XED90870,Ford,F-250,2.62331E+11
 Chevrolet,Corvette Z06 2LZ ,53989,2012,27426,Used,Easley,South Carolina,United States,Used,1G1YK2DEXC5101531,Chevrolet,Corvette,1.41919E+11
Toyota,4Runner 2 DOOR,9000,1988,232801,Used,Jasper,Alabama,United States,Used ,Used ,“LOOK AT PICTURES........NEED MORE INFO CALL 205-221-7912 OR 205-522-7397”,“LOOK AT PICTURES........NEED MORE INFO CALL 205-221-7912 OR 205-522-7397”,2.91705E+11
Ford,Mustang GT Premium,34995,2015,12007,Used,Tampa,Florida,United States,Used,1FA6P8CF0F5338035,Ford,Mustang,1.31743E+11
Chevrolet,Corvette 2dr Z06 Coupe w/3LZ,92066,2016,0,New,Duluth,Georgia,United States,New,1G1YU2D61G5604552,Chevrolet,Corvette,2.22049E+11
Ford,F-150 Lariat Crew Cab Pickup 4-Door,16950,2008,86670,Used,Thomaston,Connecticut,United States,Used ,Used ,“EXCELLENT Condition! Runs and Drives DEAD NEW!”,“EXCELLENT Condition! Runs and Drives DEAD NEW!”,1.72127E+11
Ford,F-250 XL,35645,2014,5330,New,Tulsa,Oklahoma,United States,New,1FT7X2B62EEA92200,Ford,F-250,1.91824E+11
Ford,F-250 Lariat,17990,2005,129675,Used,Walker,Louisiana,United States,Used,1FTSW21P85EA14673,Ford,F-250,3.22029E+11
Chevrolet,Corvette 2dr Converti,22900,2003,37894,Used,Sun Prairie,Wisconsin,United States,Used ,Used ,“Dual Climate Control! - Convertible - 5.7 Liter LS1”,“Dual Climate Control! - Convertible - 5.7 Liter LS1”,3.22033E+11
 Ford,F-250 4x4 DIESEL! ,18900,1997,126616,Used,Houston,Texas,United States,Used,1FTHX26F9VED19638,Ford,F-250,2.62313E+11
Toyota,Tacoma TRD SR5 pre runner,13500,2003,89025,Used,Henderson,Nevada,United States,Used,5TESN92N43Z248070,Toyota,Tacoma,3.22031E+11
Chevrolet,Corvette 2dr Cpe,18900,2001,68873,Used,Clearwater,Florida,United States,Used,1G1YY22G915116540,Chevrolet,Corvette,1.62001E+11
BMW,M3 Base Coupe 2-Door,10900,1997,77354,Used,Miami,Florida,United States,Used,WBACG732XVAS98442,BMW,M3,3.22031E+11
Chevrolet,Other Pickups 3100 Standard Cab Pickup 2-Door,45000,1951, ,Used,Arlington,Washington,United States,Used ,Used ,"“Will Help with arranging shipping with-in United states. Must call with in 24 hours of auction close or buy it know, to discuses, final payment and pick-up. ""For buy it now"", you must pay in full within 72hours. Please Call ClassicCarAddiction at 425 931 6448. Buyer to verify all information. Don't assume anything, just ask. will help you with your decision process with additional info and pictures. exact miles on classic or vintage vehicles areunknown. buyer to verify all info”","“Will Help with arranging shipping with-in United states. Must call with in 24 hours of auction close or buy it know, to discuses, final payment and pick-up. ""For buy it now"", you must pay in full within 72hours. Please Call ClassicCarAddiction at 425 931 6448. Buyer to verify all information. Don't assume anything, just ask. will help you with your decision process with additional info and pictures. exact miles on classic or vintage vehicles areunknown. buyer to verify all info”",1.21915E+11
Ford,Mustang CONVERTIBLE PERFORMANCE PACKAGE,40880,2016,831,Used,Milwaukee,Wisconsin,United States,Used,1FATP8FF8G5224476,Ford,Mustang,1.91821E+11
Chevrolet,Camaro 2dr Coupe 2SS,39995,2010,4623,Used,Phoenix,Arizona,United States,Used,2G1FT1EW3A9151144,Chevrolet,Camaro,2.52302E+11
Chevrolet,Cavalier Base Sedan 4-Door,2999,2005,116850,Used,Paterson,New Jersey,United States,Used,1G1JC52F557133371,Chevrolet,Cavalier,3.81565E+11
BMW,2 Series 228i,42995,2016,3633,Used,San Diego,California,United States,Used,WBA1K9C53GV321745,BMW,2 Series,3.11561E+11
Mercedes-Benz,E-Class E350,32860,2013,23208,Certified pre-owned,Beverly Hills,California,United States,Certified pre-owned,WDDKJ5KB9DF197731,Mercedes-Benz,E-Class,2.31874E+11
Maserati,Spyder 2dr Convertible GT,39998,2004,24384,Used,La Jolla,California,United States,Used,ZAMBB18A340012411,Maserati,Spyder,1.8204E+11
Chevrolet,Camaro ZL1 Coupe 2-Door,55000,2012,248,New,Navarre,Ohio,United States,New,2G1FJ1EP0C9801436,Chevrolet,Camaro,1.4191E+11
Chevrolet,Other Pickups Big Window,21900,1955,49726,Used,Mundelein,Illinois,United States,Used,VH255A030684,Chevrolet,Other Pickups,2.81959E+11
Ford,Mustang LX 5.0 SSP EX UTAH hwy patrol vehicle,14500,1992,103000,Used,Gardena,California,United States,Used,1facp40e1nf176805,Ford,Mustang,2.31867E+11
Ford,Mustang 1/1 624HP GT 350 Shelby,75500,2014,3679,Used,Fresno,California,United States,Used,1ZVBP8CF3E5294780,Ford,Mustang,1.3174E+11
Chevrolet,Corvette ZR1 w/3ZR 2dr Coupe,67900,2010,7905,Used,Skokie,Illinois,United States,Used,1G1YN2DT1A5800405,Chevrolet,Corvette,1.31734E+11
Chevrolet,Corvette Base Convertible 2-Door,19000,2000,40100,Used,Cortlandt Manor,New York,United States,Used ,Used ,“Car is in immaculate condition.”,“Car is in immaculate condition.”,1.82049E+11
Chevrolet,Camaro Z/28 Coupe 2-Door,59888,2014,1968,Used,Dallas,Texas,United States,Used,2G1FS1EE2E9700039,Chevrolet,Camaro,1.21921E+11
Cadillac,CTS Base Sedan 4-Door,13700,2007,52179,Used,Fort Lauderdale,Florida,United States,Used,1G6DP577770134515,Cadillac,CTS,3.51673E+11
BMW,M5 Base Sedan 4-Door,15995,2000,135500,Used,Boca Raton,Florida,United States,Used ,Used ,“MINT Excellent Condition inside and out”,“MINT Excellent Condition inside and out”,3.0189E+11
Ford,Mustang,69995,2016,165,New,Plainfield,Indiana,United States,New,1FA6P8JZXG5521165,Ford,Mustang,2.62327E+11
Chevrolet,Other Pickups 3100,26950,1956,7547,Used,Elko,Nevada,United States,Used,1956,8,Automatic,1.51998E+11
Chevrolet,Corvette C7.R,115420,2016,5,New,Greenville,South Carolina,United States,New,1G1YU2D62G5700335,Chevrolet,Corvette,1.52E+11
 Ford,F-150 XLT ,5800,1991,51777,Used,Augusta,Maine,United States,Used ,Used ,"“NEED WINDSHIELD WIPER ARMS, THE MOTORS FINE JUST NEEDS ARMS, TAIL GATE NEEDS NEW CABLE, HOOD LATCH STICKS, REAR BUMPER IS MISSING DRIVERS SIDE MOLDING”","“NEED WINDSHIELD WIPER ARMS, THE MOTORS FINE JUST NEEDS ARMS, TAIL GATE NEEDS NEW CABLE, HOOD LATCH STICKS, REAR BUMPER IS MISSING DRIVERS SIDE MOLDING”",1.82044E+11
Chevrolet,Camaro 2dr Coupe SS w/1SS,41114,2016,0,New,Duluth,Georgia,United States,New,1G1FF1R7XG0148867,Chevrolet,Camaro,2.2205E+11
 Ford,F-150 FX4 ,33800,2013,26276,Used,Cedarburg,Wisconsin,United States,Used ,Used ,“Like New”,“Like New”,2.31874E+11
Ford,Mustang coupe,18900,1966,10000,Used,Meridianville,Alabama,United States,Used,1966,Automatic,Coupe,1.3175E+11
Mercedes-Benz,E-Class 4 door economy size,2500,2000,197910,Used,Rialto,California,United States,Used ,Used ,"“Mercedes-Benz-E-Class-320W, Champagne, normal wear, runs great,4dr, 6cyl , minor service needed, has Moon roof,radio and tape deck,power windows and door locks, clean title, tags exp OCT 2016, second owner,Bose SPEAKERSLeather Seats”","“Mercedes-Benz-E-Class-320W, Champagne, normal wear, runs great,4dr, 6cyl , minor service needed, has Moon roof,radio and tape deck,power windows and door locks, clean title, tags exp OCT 2016, second owner,Bose SPEAKERSLeather Seats”",3.31798E+11
Chevrolet,Nova 2 DR COUPE,19500,1972,69918,Used,Huntington,West Virginia,United States,Used,1X27F2W194540,Nova,1972,1.62005E+11
Chevrolet,Camaro 2SS Coupe 2-Door,47000,2011,1940,Used,Pinellas Park,Florida,United States,Used,2G1FT1EW1B9130312,Chevrolet,Camaro,1.52011E+11
Ford,Mustang,13500,1982,69975,Used,Phelps,New York,United States,Used,1FABP10A6CF105765,Ford,Mustang,2.31869E+11
Ford,F-250 LARIAT,4900,1999,185000,Used,Lafayette,New Jersey,United States,Used,1ftnx21s7xeb88087,Ford,F-250,2.31873E+11
BMW,3-Series Base Convertible 2-Door,16500,2008,58110,Used,Miami,Florida,United States,Used,wbawl13598px17866,BMW,3-Series,1.61999E+11
Ford,F-250 XLT,4770,2001,164394,Used,Moscow Mills,Missouri,United States,Used ,Used ,“Good Running 1-Owner Truck”,“Good Running 1-Owner Truck”,3.81565E+11
Ford,F-250 King Ranch,72991,2016,1064,Used,Lewisville,Texas,United States,Used,1FT7W2BT7GEA70477,Ford,F-250,3.71571E+11
Chevrolet,Other Stingray Coupe 2-Door,51909,2014,10434,Certified pre-owned,Fort Wayne,Indiana,United States,Certified pre-owned,1G1YF2D71E5132949,Chevrolet,Other,1.21915E+11
Ferrari,430 Base Coupe 2-Door,144888,2008,12995,Used,Dallas,Texas,United States,Used,ZFFEW58A780164647,Ferrari,430,1.82047E+11
Ford,Mustang fastback Hertz Cloned,23500,1966,55850,Used,Fort Myers,Florida,United States,Used,6T07T236692,Ford,Mustang,2.6233E+11
BMW,2 Series 228i,37305,2016,0,New,San Diego,California,United States,New,WBA1F9C56GV545757,BMW,2 Series,3.11561E+11
Ford,Mustang,3000,1967,96000,Used,Clovis,California,United States,Used,Ask for vin,Ford,Mustang,1.21917E+11
Mercedes-Benz,E-Class 4dr Sedan E350 Sport RWD,25995,2011,64337,Used,San Diego,California,United States,Used,WDDHF5GB7BA293601,Mercedes-Benz,E-Class,3.11564E+11
Bentley,Brooklands Base Coupe 2-Door,129900,2009,26052,Used,Pompano Beach,Florida,United States,Used,SCBCC41N89CX14074,Bentley,Brooklands,3.01892E+11
Chevrolet,Corvette Z06 Coupe 2-Door,47950,2008,19074,Used,Lake Worth,Florida,United States,Used,1G1YY26E885126964,Chevrolet,Corvette,1.1192E+11
Ford,Taurus SHO Sedan 4-Door,3100,1997,89743,Used,Suffolk,Virginia,United States,Used ,Used ,“Cruise control inoperative.”,“Cruise control inoperative.”,3.01891E+11
Ford,F-150 XLT 4DR PICKUP,18900,2009,71046,Used,Bensenville,Illinois,United States,Used,1FTPW14V79FA39610,Ford,F-150,2.62314E+11
BMW,Z4 2.5i,8885,2005,92570,Used,Costa Mesa,California,United States,Used,4USBT33565LR70234,BMW,Z4,1.41919E+11
Ferrari,458 2dr Coupe,239800,2012,7599,Used,Las Vegas,Nevada,United States,Used,ZFF67NFA7C0184359,Ferrari,458,1.51997E+11
 Chevrolet,Corvette 2LT Z16 ,48989,2013,2838,Used,Easley,South Carolina,United States,Used,1G1YR2DW0D5106601,Chevrolet,Corvette,1.41927E+11
 Chevrolet,Other Pickups Advance Design 3100 Series ,27950,1950,711,Used,Las Vegas,Nevada,United States,Used,HBA3758,Chevrolet,Other Pickups,1.61997E+11
BMW,4 Series 428i,49345,2016,0,New,San Diego,California,United States,New,WBA3N7C52GK227507,BMW,4 Series,3.11561E+11
Ford,Mustang SVT COBRA 2DR CONVERTIBLE,25900,2003,14089,Used,Bensenville,Illinois,United States,Used,1FAFP49Y53F302526,Ford,Mustang,2.52309E+11
Chevrolet,Camaro Yenko,48000,1969,3300,Used,West Covina,California,United States,Used,124379L514629,Chevrolet,Camaro,2.52312E+11
Chevrolet,Other Z51 Coupe 2-Door,54994,2014,10561,Certified pre-owned,Fort Wayne,Indiana,United States,Certified pre-owned,1G1YK2D78E5101080,Chevrolet,Other,1.21915E+11
Cadillac,XLR Base Convertible 2-Door,16500,2004,105100,Used,Springfield,Oregon,United States,Used,1G6YV34A045604037,Cadillac,XLR,1.11931E+11
BMW,M4 Base Coupe 2-Door,67995,2015,15156,Used,Scottsdale,Arizona,United States,Used,WBS3R9C51FK332825,BMW,M4,2.62317E+11
Chevrolet,Corvette 2dr Z06 Coupe w/3LZ,89587,2016,0,New,Duluth,Georgia,United States,New,1G1YU2D68G5604418,Chevrolet,Corvette,2.22047E+11
